"tax","id","municipio","departamento"
"Serpocaulon levigatum",831,"Santiago de Cali","Valle del Cauca"
"Serpocaulon levigatum",832,"Florida","Valle del Cauca"
"Serpocaulon levigatum",834,"Buenaventura","Valle del Cauca"
"Serpocaulon loriceum",837,"La Unión","Antioquia"
"Serpocaulon loriceum",838,"Sesquilé","Cundinamarca"
"Serpocaulon loriceum",839,"Piedecuesta","Santander"
"Serpocaulon loriceum",840,"Pitalito","Huila"
"Serpocaulon loriceum",841,"Pitalito","Huila"
"Serpocaulon loriceum",842,"Pitalito","Huila"
"Serpocaulon loriceum",843,"Frontino","Antioquia"
"Serpocaulon loriceum",844,"Herrán","Norte de Santander"
"Serpocaulon loriceum",845,"San Francisco","Putumayo"
"Serpocaulon maritimum",846,"Medio San Juan","Chocó"
"Serpocaulon maritimum",847,"Barbacoas","Nariño"
"Serpocaulon maritimum",848,"Buenaventura","Valle del Cauca"
"Serpocaulon maritimum",850,"Barbacoas","Nariño"
"Serpocaulon maritimum",851,"Barbacoas","Nariño"
"Serpocaulon maritimum",852,"Barbacoas","Nariño"
"Serpocaulon maritimum",853,"Uribía","La Guajira"
"Serpocaulon maritimum",854,"Uribía","La Guajira"
"Serpocaulon maritimum",856,"Condotó","Chocó"
"Serpocaulon maritimum",857,"San José del Palmar","Chocó"
"Serpocaulon maritimum",858,"San José del Palmar","Chocó"
"Serpocaulon maritimum",859,"Santa Marta","Magdalena"
"Serpocaulon maritimum",860,"Dagua","Valle del Cauca"
"Serpocaulon maritimum",861,"Dagua","Valle del Cauca"
"Serpocaulon maritimum",862,"Mallama","Nariño"
"Serpocaulon maritimum",863,"Urrao","Antioquia"
"Serpocaulon maritimum",864,"Barbacoas","Nariño"
"Serpocaulon nanegalense",865,"Belmira","Antioquia"
"Serpocaulon nanegalense",867,"Medellín","Antioquia"
"Serpocaulon nanegalense",868,"Caldas","Antioquia"
"Serpocaulon nanegalense",870,"Belmira","Antioquia"
"Serpocaulon nanegalense",871,"Andes","Antioquia"
"Serpocaulon nanegalense",872,"Belmira","Antioquia"
"Serpocaulon nanegalense",873,"Belmira","Antioquia"
"Serpocaulon nanegalense",874,"Belmira","Antioquia"
"Serpocaulon nanegalense",876,"Belmira","Antioquia"
"Serpocaulon nanegalense",877,"Belmira","Antioquia"
"Serpocaulon nanegalense",878,"Belmira","Antioquia"
"Serpocaulon nanegalense",879,"Andes","Antioquia"
"Serpocaulon nanegalense",880,"Jardín","Antioquia"
"Serpocaulon nanegalense",881,"Jardín","Antioquia"
"Serpocaulon nanegalense",882,"Bello","Antioquia"
"Serpocaulon nanegalense",883,"Heliconia","Antioquia"
"Serpocaulon nanegalense",884,"Heliconia","Antioquia"
"Serpocaulon nanegalense",885,"Belmira","Antioquia"
"Serpocaulon nanegalense",886,"Belmira","Antioquia"
"Serpocaulon nanegalense",887,"Sogamoso","Boyacá"
"Serpocaulon nanegalense",888,"Villa de Leyva","Boyacá"
"Serpocaulon nanegalense",889,"Inzá","Cauca"
"Serpocaulon nanegalense",890,"Sibaté","Cundinamarca"
"Serpocaulon nanegalense",891,"Sibaté","Cundinamarca"
"Serpocaulon nanegalense",892,"Cajicá","Cundinamarca"
"Serpocaulon nanegalense",893,"Sibaté","Cundinamarca"
"Serpocaulon nanegalense",894,"San Juan de Pasto","Nariño"
"Serpocaulon nanegalense",895,"San Juan de Pasto","Nariño"
"Serpocaulon nanegalense",896,"Herrán","Norte de Santander"
"Serpocaulon nanegalense",897,"Herrán","Norte de Santander"
"Serpocaulon nanegalense",898,"Herrán","Norte de Santander"
"Serpocaulon nanegalense",899,"Sibundoy","Putumayo"
"Serpocaulon nanegalense",900,"Sibundoy","Putumayo"
"Serpocaulon nanegalense",901,"Génova","Quindío"
"Serpocaulon nanegalense",902,"Santuario","Risaralda"
"Serpocaulon nanegalense",903,"Santuario","Risaralda"
"Serpocaulon nanegalense",904,"Sonsón","Antioquia"
"Serpocaulon nanegalense",905,"Buenaventura","Valle del Cauca"
"Serpocaulon patentissimum",909,"Frontino","Antioquia"
"Serpocaulon patentissimum",910,"Frontino","Antioquia"
"Serpocaulon patentissimum",911,"Barbacoas","Nariño"
"Serpocaulon patentissimum",912,"Ricaurte","Nariño"
"Serpocaulon patentissimum",914,"Ricaurte","Nariño"
"Serpocaulon patentissimum",915,"Ricaurte","Nariño"
"Serpocaulon patentissimum",916,"Ricaurte","Nariño"
"Serpocaulon patentissimum",917,"Ricaurte","Nariño"
"Serpocaulon patentissimum",918,"Ricaurte","Nariño"
"Serpocaulon patentissimum",919,"Ricaurte","Nariño"
"Serpocaulon patentissimum",920,"Santiago de Cali","Valle del Cauca"
"Serpocaulon psychotrium",923,"La Pedrera","Amazonas"
"Serpocaulon psychotrium",926,"La Pedrera","Amazonas"
"Serpocaulon psychotrium",927,"La Pedrera","Amazonas"
"Serpocaulon psychotrium",928,"San Rafael","Antioquia"
"Serpocaulon psychotrium",930,"San Rafael","Antioquia"
"Serpocaulon psychotrium",931,"San Rafael","Antioquia"
"Serpocaulon psychotrium",932,"Amalfi","Antioquia"
"Serpocaulon psychotrium",933,"Amalfi","Antioquia"
"Serpocaulon psychotrium",934,"Amalfi","Antioquia"
"Serpocaulon psychotrium",935,"Guatapé","Antioquia"
"Serpocaulon psychotrium",936,"Cocorná","Antioquia"
"Serpocaulon psychotrium",937,"Cocorná","Antioquia"
"Serpocaulon psychotrium",938,"Barbosa","Antioquia"
"Serpocaulon psychotrium",939,"Barbosa","Antioquia"
"Serpocaulon psychotrium",940,"Barbosa","Antioquia"
"Serpocaulon psychotrium",941,"Amalfi","Antioquia"
"Serpocaulon psychotrium",942,"Barbosa","Antioquia"
"Serpocaulon psychotrium",943,"Barbosa","Antioquia"
"Serpocaulon psychotrium",944,"Barbosa","Antioquia"
"Serpocaulon psychotrium",945,"Amalfi","Antioquia"
"Serpocaulon psychotrium",946,"Amalfi","Antioquia"
"Serpocaulon psychotrium",947,"Anorí","Antioquia"
"Serpocaulon psychotrium",948,"Anorí","Antioquia"
"Serpocaulon psychotrium",949,"Anorí","Antioquia"
"Serpocaulon psychotrium",950,"Anorí","Antioquia"
"Serpocaulon psychotrium",951,"Pauna","Boyacá"
"Serpocaulon psychotrium",952,"Solano","Caquetá"
"Serpocaulon psychotrium",953,"Solano","Caquetá"
"Serpocaulon psychotrium",954,"Agustín Codazzi","Cesar"
"Serpocaulon psychotrium",955,"Agustín Codazzi","Cesar"
"Serpocaulon psychotrium",956,"Sasaima","Cundinamarca"
"Serpocaulon psychotrium",957,"Sasaima","Cundinamarca"
"Serpocaulon psychotrium",959,"Guayabetal","Cundinamarca"
"Serpocaulon psychotrium",960,"Yacopí","Cundinamarca"
"Serpocaulon psychotrium",961,"La Macarena","Meta"
"Serpocaulon psychotrium",962,"Rivera","Huila"
"Serpocaulon psychotrium",963,"Pitalito","Huila"
"Serpocaulon psychotrium",964,"Palestina","Huila"
"Serpocaulon ptilorhizon",965,"Medellín","Antioquia"
"Serpocaulon ptilorhizon",966,"Medellín","Antioquia"
"Serpocaulon ptilorhizon",967,"Guatapé","Antioquia"
"Serpocaulon ptilorhizon",968,"Guatapé","Antioquia"
"Serpocaulon ptilorhizon",969,"Sonsón","Antioquia"
"Serpocaulon ptilorhizon",970,"Amalfi","Antioquia"
"Serpocaulon ptilorhizon",971,"Guatapé","Antioquia"
"Serpocaulon ptilorhizon",972,"Guatapé","Antioquia"
"Serpocaulon ptilorhizon",973,"Copacabana","Antioquia"
"Serpocaulon ptilorhizon",974,"Copacabana","Antioquia"
"Serpocaulon ptilorhizon",975,"Copacabana","Antioquia"
"Serpocaulon ptilorhizon",976,"Medellín","Antioquia"
"Serpocaulon ptilorhizon",977,"Anorí","Antioquia"
"Serpocaulon ptilorhizon",978,"Rionegro","Antioquia"
"Serpocaulon richardii",979,"San Miguel de Mocoa","Putumayo"
"Serpocaulon richardii",981,"Sasaima","Cundinamarca"
"Serpocaulon sessilifolium",983,"La Unión","Antioquia"
"Serpocaulon sessilifolium",984,"Belmira","Antioquia"
"Serpocaulon sessilifolium",985,"Abejorral","Antioquia"
"Serpocaulon sessilifolium",986,"Belmira","Antioquia"
"Serpocaulon sessilifolium",987,"Belmira","Antioquia"
"Serpocaulon sessilifolium",989,"Belmira","Antioquia"
"Serpocaulon sessilifolium",990,"San José de la Montaña","Antioquia"
"Serpocaulon sessilifolium",991,"San José de la Montaña","Antioquia"
"Serpocaulon sessilifolium",992,"Belmira","Antioquia"
"Serpocaulon sessilifolium",993,"Belmira","Antioquia"
"Serpocaulon sessilifolium",994,"Belmira","Antioquia"
"Serpocaulon sessilifolium",995,"Angostura","Antioquia"
"Serpocaulon sessilifolium",996,"Medellín","Antioquia"
"Serpocaulon sessilifolium",997,"Belmira","Antioquia"
"Serpocaulon sessilifolium",999,"Santa María","Boyacá"
"Serpocaulon sessilifolium",1000,"Manizales","Caldas"
"Serpocaulon sessilifolium",1001,"Salamina","Caldas"
"Serpocaulon sessilifolium",1002,"Salamina","Caldas"
"Serpocaulon sessilifolium",1003,"Salamina","Caldas"
"Serpocaulon sessilifolium",1004,"Salamina","Caldas"
"Serpocaulon sessilifolium",1005,"Salamina","Caldas"
"Serpocaulon sessilifolium",1006,"Salamina","Caldas"
"Serpocaulon sessilifolium",1007,"Puracé","Cauca"
"Serpocaulon sessilifolium",1008,"Jambaló","Cauca"
"Serpocaulon sessilifolium",1009,"Silvia","Cauca"
"Serpocaulon sessilifolium",1010,"Bolívar","Cauca"
"Serpocaulon sessilifolium",1011,"Puracé","Cauca"
"Serpocaulon sessilifolium",1012,"Puracé","Cauca"
"Serpocaulon sessilifolium",1013,"Fómeque","Cundinamarca"
"Serpocaulon sessilifolium",1014,"La Plata","Huila"
"Serpocaulon sessilifolium",1015,"Pitalito","Huila"
"Serpocaulon sessilifolium",1016,"Pitalito","Huila"
"Serpocaulon sessilifolium",1017,"La Argentina","Huila"
"Serpocaulon sessilifolium",1018,"La Argentina","Huila"
"Serpocaulon sessilifolium",1019,"Neiva","Huila"
"Serpocaulon sessilifolium",1020,"Pitalito","Huila"
"Serpocaulon sessilifolium",1021,"Pitalito","Huila"
"Serpocaulon sessilifolium",1022,"Pitalito","Huila"
"Serpocaulon sessilifolium",1023,"San Juan de Pasto","Nariño"
"Serpocaulon sessilifolium",1024,"San Juan de Pasto","Nariño"
"Serpocaulon sessilifolium",1025,"San Juan de Pasto","Nariño"
"Serpocaulon sessilifolium",1026,"San Juan de Pasto","Nariño"
"Serpocaulon sessilifolium",1027,"San Juan de Pasto","Nariño"
"Serpocaulon sessilifolium",1028,"Barbacoas","Nariño"
"Serpocaulon sessilifolium",1029,"Salento","Quindío"
"Serpocaulon sessilifolium",1030,"Salento","Quindío"
"Serpocaulon sessilifolium",1031,"Salento","Quindío"
"Serpocaulon sessilifolium",1032,"Salento","Quindío"
"Serpocaulon sessilifolium",1033,"Salento","Quindío"
"Serpocaulon sessilifolium",1034,"Salento","Quindío"
"Serpocaulon sessilifolium",1035,"Salento","Quindío"
"Serpocaulon sessilifolium",1036,"Salento","Quindío"
"Serpocaulon sessilifolium",1039,"Salento","Quindío"
"Serpocaulon sessilifolium",1040,"Santuario","Risaralda"
"Serpocaulon sessilifolium",1041,"Pereira","Risaralda"
"Serpocaulon sessilifolium",1042,"Pereira","Risaralda"
"Serpocaulon sessilifolium",1043,"Santuario","Risaralda"
"Serpocaulon sessilifolium",1044,"Pereira","Risaralda"
"Serpocaulon sessilifolium",1045,"Onzaga","Santander"
"Serpocaulon sessilifolium",1046,"Piedecuesta","Santander"
"Serpocaulon sessilifolium",1048,"Ibagué","Tolima"
"Serpocaulon sessilifolium",1049,"Ibagué","Tolima"
"Serpocaulon sessilifolium",1050,"Ibagué","Tolima"
"Serpocaulon sessilifolium",1051,"Buenaventura","Valle del Cauca"
"Serpocaulon sessilifolium",1052,"Buenaventura","Valle del Cauca"
"Serpocaulon subandinum",1053,"Urrao","Antioquia"
"Serpocaulon subandinum",1054,"Urrao","Antioquia"
"Serpocaulon subandinum",1055,"Belmira","Antioquia"
"Serpocaulon subandinum",1057,"Belmira","Antioquia"
"Serpocaulon subandinum",1058,"Belmira","Antioquia"
"Serpocaulon subandinum",1059,"Belmira","Antioquia"
"Serpocaulon subandinum",1060,"Belmira","Antioquia"
"Serpocaulon subandinum",1061,"Arcabuco","Boyacá"
"Serpocaulon subandinum",1062,"Arcabuco","Boyacá"
"Serpocaulon subandinum",1063,"Samacá","Boyacá"
"Serpocaulon subandinum",1064,"Duitama","Boyacá"
"Serpocaulon subandinum",1065,"Villa de Leyva","Boyacá"
"Serpocaulon subandinum",1066,"Villamaría","Caldas"
"Serpocaulon subandinum",1067,"Villamaría","Caldas"
"Serpocaulon subandinum",1068,"Villamaría","Caldas"
"Serpocaulon subandinum",1069,"Salamina","Caldas"
"Serpocaulon subandinum",1070,"Manizales","Caldas"
"Serpocaulon subandinum",1071,"Salamina","Caldas"
"Serpocaulon subandinum",1072,"Puracé","Cauca"
"Serpocaulon subandinum",1073,"Popayán","Cauca"
"Serpocaulon subandinum",1074,"Bolívar","Cauca"
"Serpocaulon subandinum",1075,"Popayán","Cauca"
"Serpocaulon subandinum",1076,"Popayán","Cauca"
"Serpocaulon subandinum",1077,"Bolívar","Cauca"
"Serpocaulon subandinum",1078,"Inzá","Cauca"
"Serpocaulon subandinum",1079,"Silvia","Cauca"
"Serpocaulon subandinum",1080,"Timbío","Cauca"
"Serpocaulon subandinum",1081,"Totoró","Cauca"
"Serpocaulon subandinum",1082,"Puracé","Cauca"
"Serpocaulon subandinum",1083,"Agustín Codazzi","Cesar"
"Serpocaulon subandinum",1084,"Bogotá D.C.","Bogotá D.C."
"Serpocaulon subandinum",1085,"Sibaté","Cundinamarca"
"Serpocaulon subandinum",1086,"Bogotá D.C.","Bogotá D.C."
"Serpocaulon subandinum",1087,"Bogotá D.C.","Bogotá D.C."
"Serpocaulon subandinum",1088,"Bogotá D.C.","Bogotá D.C."
"Serpocaulon subandinum",1089,"Bogotá D.C.","Bogotá D.C."
"Serpocaulon subandinum",1090,"Bogotá D.C.","Bogotá D.C."
"Serpocaulon subandinum",1091,"Suesca","Cundinamarca"
"Serpocaulon subandinum",1092,"Subachoque","Cundinamarca"
"Serpocaulon subandinum",1093,"Santa Marta","Magdalena"
"Serpocaulon subandinum",1094,"San Juan de Pasto","Nariño"
"Serpocaulon subandinum",1095,"San Juan de Pasto","Nariño"
"Serpocaulon subandinum",1096,"San Juan de Pasto","Nariño"
"Serpocaulon subandinum",1097,"San Juan de Pasto","Nariño"
"Serpocaulon subandinum",1098,"San Juan de Pasto","Nariño"
"Serpocaulon subandinum",1099,"San Juan de Pasto","Nariño"
"Serpocaulon subandinum",1100,"San Juan de Pasto","Nariño"
"Serpocaulon subandinum",1101,"Herrán","Norte de Santander"
"Serpocaulon subandinum",1102,"Salento","Quindío"
"Serpocaulon subandinum",1103,"Salento","Quindío"
"Serpocaulon subandinum",1104,"Salento","Quindío"
"Serpocaulon subandinum",1105,"Salento","Quindío"
"Serpocaulon subandinum",1106,"Santuario","Risaralda"
"Serpocaulon subandinum",1107,"Cajamarca","Tolima"
"Serpocaulon subandinum",1108,"Ibagué","Tolima"
"Serpocaulon triseriale",1110,"Solano","Caquetá"
"Serpocaulon triseriale",1112,"Leticia","Amazonas"
"Serpocaulon triseriale",1114,"Leticia","Amazonas"
"Serpocaulon triseriale",1115,"San Luís","Antioquia"
"Serpocaulon triseriale",1117,"Medellín","Antioquia"
"Serpocaulon triseriale",1119,"Medellín","Antioquia"
"Serpocaulon triseriale",1121,"Medellín","Antioquia"
"Serpocaulon triseriale",1122,"Anorí","Antioquia"
"Serpocaulon triseriale",1123,"Anorí","Antioquia"
"Serpocaulon triseriale",1124,"Anorí","Antioquia"
"Serpocaulon triseriale",1125,"Barbosa","Antioquia"
"Serpocaulon triseriale",1126,"Barbosa","Antioquia"
"Serpocaulon triseriale",1127,"Barbosa","Antioquia"
"Serpocaulon triseriale",1128,"Caldas","Antioquia"
"Serpocaulon triseriale",1129,"San Luís","Antioquia"
"Serpocaulon triseriale",1130,"San Luís","Antioquia"
"Serpocaulon triseriale",1131,"San Luís","Antioquia"
"Serpocaulon triseriale",1132,"Andes","Antioquia"
"Serpocaulon triseriale",1133,"Cocorná","Antioquia"
"Serpocaulon triseriale",1134,"Cocorná","Antioquia"
"Serpocaulon triseriale",1135,"Anorí","Antioquia"
"Serpocaulon triseriale",1136,"Briceño","Boyacá"
"Serpocaulon triseriale",1137,"Sáchica","Boyacá"
"Serpocaulon triseriale",1138,"Villa de Leyva","Boyacá"
"Serpocaulon triseriale",1139,"Riosucio","Caldas"
"Serpocaulon triseriale",1140,"Manizales","Caldas"
"Serpocaulon triseriale",1141,"Manizales","Caldas"
"Serpocaulon triseriale",1142,"Manizales","Caldas"
"Serpocaulon triseriale",1143,"Santa Rosa de Cabal","Risaralda"
"Serpocaulon triseriale",1144,"Neira","Caldas"
"Serpocaulon triseriale",1145,"Villamaría","Caldas"
"Serpocaulon triseriale",1147,"Manizales","Caldas"
"Serpocaulon triseriale",1148,"Villamaría","Caldas"
"Serpocaulon triseriale",1149,"Risaralda","Caldas"
"Serpocaulon triseriale",1150,"Belén de los Andaquies","Caquetá"
"Serpocaulon triseriale",1151,"Belén de los Andaquies","Caquetá"
"Serpocaulon triseriale",1152,"Solano","Caquetá"
"Serpocaulon triseriale",1153,"Solano","Caquetá"
"Serpocaulon triseriale",1154,"Solano","Caquetá"
"Serpocaulon triseriale",1155,"Solano","Caquetá"
"Serpocaulon triseriale",1156,"Solano","Caquetá"
"Serpocaulon triseriale",1157,"Solano","Caquetá"
"Serpocaulon triseriale",1159,"Solano","Caquetá"
"Serpocaulon triseriale",1160,"Rosas","Cauca"
"Serpocaulon triseriale",1161,"Guapí","Cauca"
"Serpocaulon triseriale",1162,"Popayán","Cauca"
"Serpocaulon triseriale",1163,"Popayán","Cauca"
"Serpocaulon triseriale",1164,"Popayán","Cauca"
"Serpocaulon triseriale",1165,"El Tambo","Cauca"
"Serpocaulon triseriale",1166,"Bolívar","Cauca"
"Serpocaulon triseriale",1167,"Bajo Baudó","Chocó"
"Serpocaulon triseriale",1169,"Quibdó","Chocó"
"Serpocaulon triseriale",1170,"Buenaventura","Valle del Cauca"
"Serpocaulon triseriale",1171,"Medio San Juan","Chocó"
"Serpocaulon triseriale",1172,"Atrato","Chocó"
"Serpocaulon triseriale",1174,"Bahía Solano","Chocó"
"Serpocaulon triseriale",1175,"Nuquí","Chocó"
"Serpocaulon triseriale",1176,"Unión Panamericana","Chocó"
"Serpocaulon triseriale",1177,"San José del Palmar","Chocó"
"Serpocaulon triseriale",1178,"Gachetá","Cundinamarca"
"Serpocaulon triseriale",1179,"Tibacuy","Cundinamarca"
"Serpocaulon triseriale",1180,"Yacopí","Cundinamarca"
"Serpocaulon triseriale",1181,"Albán","Cundinamarca"
"Serpocaulon triseriale",1182,"Puerto Colombia","Guainía"
"Serpocaulon triseriale",1183,"Puerto Colombia","Guainía"
"Serpocaulon triseriale",1184,"San José del Guaviare","Guaviare"
"Serpocaulon triseriale",1185,"Pitalito","Huila"
"Serpocaulon triseriale",1186,"Pitalito","Huila"
"Serpocaulon triseriale",1188,"Colombia","Huila"
"Serpocaulon triseriale",1189,"Neiva","Huila"
"Serpocaulon triseriale",1190,"Pitalito","Huila"
"Serpocaulon triseriale",1191,"Pitalito","Huila"
"Serpocaulon triseriale",1192,"Ciénaga","Magdalena"
"Serpocaulon triseriale",1193,"Vista Hermosa","Meta"
"Serpocaulon triseriale",1194,"San Martín","Meta"
"Serpocaulon triseriale",1195,"La Macarena","Meta"
"Serpocaulon triseriale",1196,"La Macarena","Meta"
"Serpocaulon triseriale",1197,"Villavicencio","Meta"
"Serpocaulon triseriale",1198,"Villavicencio","Meta"
"Serpocaulon triseriale",1199,"Cumaral","Meta"
"Serpocaulon triseriale",1200,"Piamonte","Cauca"
"Serpocaulon triseriale",1201,"San Miguel de Mocoa","Putumayo"
"Serpocaulon triseriale",1202,"San Miguel de Mocoa","Putumayo"
"Serpocaulon triseriale",1203,"La Tebaida","Quindío"
"Serpocaulon triseriale",1204,"La Tebaida","Quindío"
"Serpocaulon triseriale",1205,"Filandia","Quindío"
"Serpocaulon triseriale",1206,"Circasia","Quindío"
"Serpocaulon triseriale",1207,"Calarcá","Quindío"
"Serpocaulon triseriale",1208,"Filandia","Quindío"
"Serpocaulon triseriale",1209,"Filandia","Quindío"
"Serpocaulon triseriale",1210,"Filandia","Quindío"
"Serpocaulon triseriale",1211,"Filandia","Quindío"
"Serpocaulon triseriale",1212,"Montenegro","Quindío"
"Serpocaulon triseriale",1213,"Circasia","Quindío"
"Serpocaulon triseriale",1214,"Pereira","Risaralda"
"Serpocaulon triseriale",1215,"Charalá","Santander"
"Serpocaulon triseriale",1216,"Villarrica","Tolima"
"Serpocaulon triseriale",1217,"Ibagué","Tolima"
"Serpocaulon triseriale",1218,"Buenaventura","Valle del Cauca"
"Serpocaulon triseriale",1219,"Buenaventura","Valle del Cauca"
"Serpocaulon triseriale",1220,NA,NA
"Serpocaulon triseriale",1221,"Buenaventura","Valle del Cauca"
"Serpocaulon triseriale",1222,"Alcalá","Valle del Cauca"
"Serpocaulon triseriale",1223,"Calima","Valle del Cauca"
"Serpocaulon triseriale",1224,"Santiago de Cali","Valle del Cauca"
"Serpocaulon triseriale",1225,"Buenaventura","Valle del Cauca"
"Serpocaulon triseriale",1226,"Buenaventura","Valle del Cauca"
"Serpocaulon triseriale",1227,"La Cumbre","Valle del Cauca"
"Serpocaulon triseriale",1228,"Santiago de Cali","Valle del Cauca"
"Serpocaulon triseriale",1229,"Buenaventura","Valle del Cauca"
"Serpocaulon triseriale",1230,"Pacoa","Vaupés"
"Serpocaulon triseriale",1231,"Pacoa","Vaupés"
"Serpocaulon triseriale",1233,"Santa Rosalía","Vichada"
"Serpocaulon wagneri",1235,"Cáceres","Antioquia"
"Serpocaulon wagneri",1236,"Mutatá","Antioquia"
"Serpocaulon wagneri",1237,"Ubalá","Cundinamarca"
"Serpocaulon wagneri",1238,"Ubalá","Cundinamarca"
"Serpocaulon wagneri",1239,"Ocaña","Norte de Santander"
"Serpocaulon concolorum",NA,"Florencia","Caquetá"
"Serpocaulon concolorum",NA,"Florencia","Caquetá"
"Serpocaulon antioquianum",NA,"Samaná","Caldas"
"Serpocaulon attenuatum",NA,"San José del Guaviare","Guaviare"
"Serpocaulon attenuatum",NA,"La Macarena","Meta"
"Serpocaulon attenuatum",NA,"San José del Guaviare","Guaviare"
"Serpocaulon attenuatum",NA,"Puerto López","Meta"
"Serpocaulon articulatum",NA,"Florencia","Caquetá"
"Serpocaulon loriceum",NA,"Mallama","Nariño"
"Serpocaulon wagneri",NA,"Unguía","Chocó"
"Serpocaulon wagneri",NA,"San Pablo","Bolívar"
"Serpocaulon richardii",NA,"Florián","Santander"
